#          chi2            h           Omegam           OmegaK          
        35.6795        0.705266        0.444495       -0.288426 
         38.537        0.696429        0.468244       -0.355358 
        36.3275         0.70555        0.492226        -0.40423 
        35.1496        0.706064          0.4635       -0.459336 
        34.6052        0.708798        0.501132       -0.498023 
        37.2594         0.70636        0.499281        -0.54383 
        37.4107        0.710037        0.529541       -0.538453 
        36.7644        0.710016        0.547909       -0.629582 
        40.3885        0.713497        0.496504       -0.631285 
        37.9479        0.710014        0.519386       -0.621119 
        41.2531        0.711417        0.582598       -0.650891 
         35.854        0.711596        0.518152        -0.59803 
        37.6125        0.704857        0.539904       -0.584165 
        37.1104         0.70386          0.5409       -0.547788 
        37.0291        0.713026        0.523248       -0.568992 
        36.5054        0.709379        0.534959       -0.563674 
         36.753        0.709469        0.523054       -0.606231 
        36.6299        0.714761        0.518959       -0.622411 
        38.6726        0.713593        0.545227       -0.611893 
        39.0477        0.717364        0.538669       -0.655589 
        37.8259        0.709176        0.564418       -0.664728 
        35.6914        0.712575        0.512298       -0.590201 
         40.845        0.715024         0.52746       -0.562139 
        43.8632        0.713234        0.468322       -0.597598 
        37.1817        0.715445        0.526572       -0.628042 
        36.7379        0.711773        0.523971       -0.557195 
        35.6407        0.709181        0.515838       -0.520692 
        36.6763        0.717789        0.464079       -0.518207 
        37.2848        0.712871        0.474969       -0.561757 
        34.7935        0.713566        0.450014       -0.489665 
        34.9421        0.713856        0.478798       -0.533063 
         34.953        0.713136         0.45767        -0.50398 
        39.0284        0.712649        0.522064       -0.533296 
          36.63        0.709158        0.496405       -0.561947 
        39.7915        0.716798        0.551109       -0.664648 
        37.4056        0.715073        0.533354       -0.631913 
        37.8241        0.703891        0.530372       -0.562385 
        37.8715        0.703709        0.551794       -0.548838 
        37.3098        0.703927        0.518925       -0.541037 
        36.4465        0.706247        0.519585       -0.560833 
        37.5113        0.704044        0.549201       -0.563085 
        42.4413        0.708458        0.565768       -0.560495 
        36.6546        0.712982        0.525008       -0.631064 
        38.3634        0.708684        0.534175       -0.635387 
        39.9807        0.709074        0.535192       -0.657023 
        37.7314        0.711335        0.495045       -0.590042 
        34.7355        0.710982        0.469678       -0.509041 
        37.1735         0.70893        0.466244       -0.513627 
        35.0714        0.710418        0.509134       -0.533754 
        37.4019        0.704545        0.549203       -0.573196 
          36.72        0.707468        0.515775       -0.574951 
        39.0371        0.699861        0.509927       -0.485244 
        36.0734        0.708905        0.481587       -0.529151 
        36.3292         0.71422        0.508828       -0.564045 
        35.6526        0.715869        0.474172        -0.53557 
        35.8794        0.716975        0.441004       -0.455027 
        36.3572        0.717392        0.465358       -0.532008 
        35.4738        0.715152        0.466955       -0.486169 
        39.6552        0.721655        0.460954       -0.562918 
        43.8573        0.725561        0.448046       -0.557162 
        42.6941        0.723333        0.476047       -0.644057 
        54.8639        0.728423        0.494894       -0.604128 
        48.0006        0.721738        0.518299       -0.587664 
        48.0828        0.725736        0.445067       -0.630795 
        41.8142        0.723243         0.46963       -0.617071 
         39.187        0.718449        0.508693       -0.593011 
        39.1536         0.72072        0.472703       -0.589189 
        37.6471         0.71396        0.500607       -0.514263 
        44.0608        0.707497        0.472954       -0.556492 
        42.1483        0.710247        0.573993       -0.604518 
